application_round,project_wallet,last_updated,project_id,title,description,website,github_user,project_github,project_twitter,previous_funding,team_size,verified_twitter_or_github,links_to_github_or_org,created_at,updated_at
0xd95a1969c41112cee9a2c931e849bcef36a16f4c,0x8917418abe36e6e788068e96ef5a47d7484c06b1,0,10:0x8e1bD5Da87C14dd8e08F7ecc2aBf9D1d558ea174:49,IDENA,"Idena is the first blockchain that utilizes a unique consensus mechanism called Proof-Of-Person, which prioritizes people over tokens. Unlike other systems that rely on money-based governance, Idena operates on the principle of ""one person, one vote,"" ensuring that power is distributed equally among all participants. This prevents a small group from gaining too much control. 

Idena offers a puppet-resistant crypto-identity primitive, which is used for democratic voting, Quadratic Funding, fair airdrops and decentralized governance.

Idena is accessible to anyone. It does not require any personal information and allows participants to join the network without any investments. Users play an active role in mutual verification by challenging each other with AI-resistant FLIP-tests. This process is done in a synchronous ceremony, which ensures that individuals cannot spoof multiple accounts.

The network is protected from Sybil attacks through regular validations and Quadratic Staking. Quadratic Staking is a mechanism that prevents large stake holders from dominating the network and encourages small individuals to secure their identities with stakes ensuring democratic staking rewards distribution.
 ",https://idena.io,midenaio,idena-network,idenanetwork,Private investments,7,yes,https://github.com/midenaio https://github.com/idena-network,2023-01-13 18:24:11,2023-01-13 18:24:11
0xd95a1969c41112cee9a2c931e849bcef36a16f4c,0x947f8a49640b4770a8c7fe3c1e69ffc974295448,0,1:0x03506eD3f57892C85DB20C36846e9c808aFe9ef4:194,ZeroPool,"ZeroPool is blockchain agnostic privacy engine. Our solution is build on zkSNARKs. We research and create privacy technologies under fully opensource license and you can use it in your products.

EVM, Substrate, NEAR implementations are available and live on testnet, and WAVES implementation is coming soon.

What is under the hood:

* Fawkes-crypto / Circom / Groth16 / Poseidon / * Solidity / Typescript / Angular / NestJs / RxJS

Future Plans:
* Switch to Plonk Q1 2023
* Implementation of newest polynomial constructions, providing lightweight proofs and TPS speedup Q1 2023
* ZkZkRollup Q2 2023


https://goerli.testnet.frontend.v2.zeropool.network/

https://near.testnet.frontend.v2.zeropool.network/

https://substrate.testnet.frontend.v2.zeropool.network/

",https://zeropool.network,snjax,zeropoolnetwork,zeropoolnetwork,grants,6,yes,snjax zeropoolnetwork,2023-01-13 19:20:35,2023-01-13 19:20:35
0xd95a1969c41112cee9a2c931e849bcef36a16f4c,0x895f63111b97c7ad0d620f8610dd360a9c567f31,0,1:0x03506eD3f57892C85DB20C36846e9c808aFe9ef4:75,Dark Sea marketplace in Dark Forest,"Dark Forest is a fully decentralized and persistent RTS (real-time strategy) game. It is the first on-chain game to incorporate incomplete information (known as ""fog of war""), thanks to zero knowledge proofs. Dark Forest recent community round 1 organized by GuildW-MarrowDAO demonstrated the interoperable nature of Dark Forest by modifying the original Solidity contracts to add dynamic gameplay. 

 

Dark Sea is a NFT marketplace for Dark Forest, which allow players trade artifacts (the origin NFT in Dark Forest) in game. It's the first and largest marketplace for Dark Forest.",https://darksea.market,snowtigersoft,,snowtigersoft,No,1,yes,https://github.com/snowtigersoft,2023-01-08 12:12:35,2023-01-08 12:12:35
0xd95a1969c41112cee9a2c931e849bcef36a16f4c,0xef0ca09fbf9a5f61e657fb208b46b8685c1d4766,0,1:0x03506eD3f57892C85DB20C36846e9c808aFe9ef4:91,vfat.tools,"vfat.tools is a suite of calculators for yield farming. It is a fork of yieldfarming.info, expanded to include many different types of projects, while maintaining the minimal aesthetic of the original. 



Key offerings:

More information than is typically shown in a project's own rich graphical interface
Concise presentation, so you can view all of your positions in one page
Alternative interface for interacting with a farm's smart contracts


All listings on the site are and always will be free, and the site will always be free of ads and tracking cookies and so forth.



Future plans include:

More lovely farm projects
An API with information about each farm
Advanced features like adding single-sided liquidity or claiming from multiple pools simultaneously


Any grants will go towards maintaining the current modest server costs, and investing into a full node setup which will lessen the site's reliance on MetaMask.



If you have a farm or feature you would like to suggest, please get in touch!



Addendum: vfat.tools v2 development is on-going at full speed, awill include features such as:

-Portfolio view

-Farm comparison/search

-Farm-assistant contracts (compound, claim all in 1 click, and more)",https://vfat.tools,vfat0,vfat-tools,vfat0,Self-funded,2,Yes,https://github.com/vfat0 and https://github.com/vfat-tools,2023-01-11 16:36:35,2023-01-11 16:36:35
0xd95a1969c41112cee9a2c931e849bcef36a16f4c,0x55b23ed53fe13060183b92979c737a8ef9a73b73,0,1:0x03506eD3f57892C85DB20C36846e9c808aFe9ef4:139,Spect,"Spect helps DAOs create advanced workflows to run successful grant programs, onboarding and projects.

We're live. You can try Spect here.
https://circles.spect.network/

**Problem Statement**

It is hard to operate a DAO successfully without the right processes & tools in place. For example, 
1. A grant program could lead to a high number of churn among grantees if grantees are not supported well or are not provided with enough companionship to help them succeed. 
2. Onboarding new members to a DAO may lead to a cultural & experiential decay for existing members if the right members are not onboarded and if new members are not educated about the culture & processes within the DAO. 
3. It is hard to have a shared sense of context among contributors if context is spread across various platforms and resources. 
4. Incentivized surveys, more often than not, attract sybil attackers looking to make a quick buck and in the process destroying the integrity of the survey.

Spect exists to solve such problems & in the process help DAOs succeed.


**About Spect**

At Spect, our goal is to centralize context while at the same time decentralize decision making. To do this, we have built a tool for DAOs to manage grants, onboarding and projects all on Spect and make decisions about grant applications & who to onboard in a decentralized way. A tool that can also be used by contributors to fund each other and build history of contributions with soulbound tokens and verifiable credentials.


**What can Spect be used for today?**

1. Ecosystem Grants Program
2. Onboarding Program
3. Surveys
4. Task and Contact management
5. Forming workstreams that help in scaling an organization

Here are docs on how these can be implemented in an organization -
https://docs.spect.network/


**Features**

1. Fully customizable tables, kanbans, lists and gantts which can be used to setup workflows
3. Web3 enabled, sybil protected forms with ability to analyze and export responses
3. Extensive Automations to automate recurring chores
4. Credentialing using soulbound tokens and verifiable credentials
5. Payment on Ethereum, Polygon, Optimism, Arbitrum, Gnosis Chain, BNB Chain and Avalanche with any token using personal wallets or gnosis multi-sigs.
6. Templates that help you get started with an advanced workflow in seconds.


**Integrations**

1. Discord to map roles and automatically assign roles, send messages and create channels using automations.
2. Guild.xyz to map roles and give granular permissions
3. Gitcoin Passport for creating sybil protected forms
4. Mintkudos to distribute soulbound tokens to contributors
5. Snapshot to run voting periods on form responses and other data
6. Gnosis Safe to distribute payments from multi-sig


**What is upcoming?**

1. Complete Composability - Spect will be made composable on various different levels. Both developers and non-developers will be able to build their own applications with Spect. We already have an early version of our API docs that developers can use. In the near future, tables, lists, boards and forms will be made embeddable such that non-developers can build their own experiences using these.
2. Make it possible for anyone to build custom widgets and bots on Spect.


**How we will use the funding?**

The funding will be used to pay for infrastructure costs and contributor salaries. 


**What can you do?**

1. Fill up the early adopter form and claim a soulbound token.
https://circles.spect.network/r/074c06d9-120f-4b99-87a9-c0f6e415c9a3

2. Create your organization on Spect.
https://circles.spect.network/

3. Follow us on Twitter.
https://twitter.com/JoinSpect

4. Come say gm on Discord.
https://discord.gg/AF2qRMMpZ9

5. Read and collect our manifesto -
https://mirror.xyz/chaks.eth/us5rOm1jSsvmvqBOmef_SZSP6zzbNeo7ay-_DkacC64",https://spect.network,adityachakra16,spect-ai,JoinSpect,Grants,3,Yes,"https://github.com/adityachakra16, https://github.com/spect-ai",2023-01-12 01:17:11,2023-01-12 01:17:11
0xd95a1969c41112cee9a2c931e849bcef36a16f4c,0xf26d1bb347a59f6c283c53156519cc1b1abaca51,0,1:0x03506eD3f57892C85DB20C36846e9c808aFe9ef4:82,BanklessDAO Projects,"THE BANKLESSDAO MISSION...
BanklessDAO is a decentralised community coordinating and propagating bankless media, culture, and education. BanklessDAO launched on May 4, 2021, and its goal is to drive adoption and awareness of truly bankless money systems like Ethereum, DeFi, and Bitcoin.
Together, the BanklessDAO community collaborates to create user-friendly onramps for people to discover decentralised financial technologies through education, media and culture.
The BanklessDAO community runs a variety of projects; for the scope of this grant we are focusing on the ones which truly provide goods and services for the entire world such as BANKLESS ACADEMY, BANKLESS AFRICA, and INTERNATIONAL MEDIA NODES. 
The projects listed below have had contributors working on them for many months and although some of the project contributors earn governance tokens, the work being done far outstrips the existing remuneration. Second, and perhaps more important, is that all these projects aim to help the wider crypto ecosystem and not just the Bankless community — and hence are public goods.
BANKLESS ACADEMY
🚀 Brief
Bankless Academy is a leading web3 ""knowledge on-ramp"" - a practical & engaging education experience with infrastructure preparing to be scaled across the blockchain multiverse.
We're helping the world adopt the permissionless tools they need to go Bankless.
🔥 Vision
We are building a web3 world where:
📚 Information is frictionless and free.
👊 Communities are high impact creators.
🌐 Education is permissionless (no central body dictates what you can/can't see).
🗺️ Trajectory
Current focuses:
Establish a Bankless-native syllabus/user journey to move users from Centralised Exchanges to Ethereum Layer2 self-custody.
Pursue collaboration with popular dApps to educate users on trusted tools available to them.
Build theory lessons with expert guests from the Bankless 'Hall of Fame'.
Form frontier partnerships so that the Academy dApp continues to support interoperability and cutting-edge use cases.
Continue research, development, and onboarding for our whitelabel platform to scale our efforts into other web3 ecosystems.
Build a framework for contributor content creation to empower talented community educators.
📀 Try the dApp:
https://app.banklessacademy.com/
Multiple wallets supported
Mobile friendly
No download
https://giveth.mypinata.cloud/ipfs/QmPkVpSqhUr1bUALLHL2ErzytqM5wHh2RmkCF82GApe8Lv
🌏 Let's scale permissionless education together!
BANKLESS AFRICA
Our community is focused on promoting the bDAO mission. We leverage crypto-based creations like Bitcoin, Defi, NFTs etc. to tackle problems faced by Africans.
Achievement/Growth:
*Our podcast highlights projects and people making impact in the African crypto/Web3 ecosystem.
*Our Newsletter provides well curated information on Bitcoin, DeFi, crypto regulations, projects and Web3 funding in the crypto/Web3 space in Africa.
*Our website helps Africans access educational courses. It includes a link to Bankless Academy where lots of Web3 courses are available. Eventually this website will become a native-educational platform for Africans.
Website v1 here: https://banklessafrica.com/
*We onboard and train contributors with various Web3 ethos, teaching them how to contribute in various DAOs and potentially bootstrap project ideas they have.
Some links to get into our community: https://linktr.ee/banklessafrica.
🌏 INTERNATIONAL MEDIA NODES (IMN)
Only 5% of the world’s population are native English speakers and roughly 15% speak English on some level. The initial goal of the IMN project is to reach the remaining 80% by translating and distributing content about blockchain technology, DeFi, the Metaverse and Web3. All links: https://www.banklessimn.xyz/
The International Media Nodes project believes in the liberating effect of going Bankless and what it can do for improving financial wellbeing and stability throughout the world. Creating and maintaining communities of people who do not speak English and educating them/opening the door for them to onboard to Web3 is one of the most crucial pieces of infrastructure if we want Web3 to be any different from Web2.
The story so far…
In Q1 2022, the total audience grew by 52% as compared to the previous quarter and our total reach is over 40,000 audience members in over 20 languages. We have more than 100 active contributors speaking 20 different languages from all parts of the world. We have worked with prominent DAOs in Web3 such as Polygon, Tribe and Yearn.
Over the next months and years, as we continue to produce content we will also start developing local language communities which will develop Web3 talent in local languages as well as organising events in different geographical locations to onboard more people.

Our Ask to the Crypto Community ...
At the highest level, the Web3 education provided by BanklessDAO stands to empower humanity with the informed decision-making required in our digital future. We firmly believe that we align with the vision of the Gitcoin Community, and that together we can work to slay Moloch.
We seriously can’t wait to show you what we have to offer this space.
Let’s Impact Together!
BanklessDAO believes in the liberating effects of going Bankless and the impact our ideal can have on improving the financial stability and wellbeing of our world, both in learning and translation. With the help of the Gitcoin Community, we will accelerate the spread of an ungated Web3 education for everyone.
Let’s help the world go Bankless!",https://www.bankless.community/,https://github.com/BanklessDAO,,https://twitter.com/banklessDAO,token,Variable - DAO,No because different people in the DAO own different responsibilities. We are happy to send you DM from the twitter linked,https://github.com/BanklessDAO,2023-01-09 08:12:35,2023-01-09 08:12:35
0xd95a1969c41112cee9a2c931e849bcef36a16f4c,0xb614b1464c561eb2fd0d7d3475feb52b5a34dec0,0,250:0x8e1bD5Da87C14dd8e08F7ecc2aBf9D1d558ea174:16,Pepemon: Degen Battleground,"Pepemon it's a DAO owned by the players building open gaming goods in web3.

Degen Battleground is the first Pepemon game. A play and earn trading card game, it's powered by DeFi, using NFTs as in-game assets, and governed decentralized by the players. An easy to learn, difficult to master Trading Card Game where users will duel each other on blockchain in their journey to become the very best.


Pepemon started in 2020 as one of the new decentralized economies with a 99.86% airdrop of the tokens to the community members that helped spreading the word on our mission: build a blockchain game that it's owned by the players.


Since inception we launched different dapps in our economy including:

- Our staking platform with ~80% of PPBLZ token in staking or ~$3mil TVL.

- A NFT Store that sold more than $1mil of digital cards.

- A way for Pepetrainers to stake and evolve their existing NFTs in NFT Staking Events.

- A Unity game app pending launching on Android, iOS and web.",https://pepemon.world/,,,pepemonfinance,Grants and boostrapping,5,Yes,https://github.com/pepemon-dao,2023-01-11 10:17:11,2023-01-11 10:17:11
0xd95a1969c41112cee9a2c931e849bcef36a16f4c,0x69aa21403244889832609963b0028e337a834953,0,10:0x8e1bD5Da87C14dd8e08F7ecc2aBf9D1d558ea174:38,CryptoStats,"CryptoStats is an open project with the following mission:

One neutral source of truth for crypto metrics. Used by everyone, managed by the community.

CryptoStats provides open, trustworthy data metrics for the whole crypto ecosystem. It also operates a number of popular websites, such as CryptoFees.info.",https://cryptostats.community,dmihal,crypto-stats,cryptostats_,Grants,4,Not yet,"https://github.com/crypto-stats, @cryptostats_",2023-01-15 23:43:11,2023-01-15 23:43:11
0xd95a1969c41112cee9a2c931e849bcef36a16f4c,0x5afc7720b161788f9d833555b7ebc3274fd98da1,0,1:0x03506eD3f57892C85DB20C36846e9c808aFe9ef4:67,POAPin,"POAPin is a series of tools built on the POAP ecosystem. 


Currently, POAPin has apps for Android, iOS, macOS, and a web-based POAP explorer. The basic function is to finely organize and share POAP. The web version also has the function of creating custom topics and grouping POAPs together. There is also pin.poap.in to create code to embed POAPs in web pages. ",https://poap.in,RockerFlower,glorylab,glorylaboratory,Gitcoin Grant,1,Yes,- https://github.com/RockerFlower    - https://github.com/glorylab,2023-01-07 14:22:47,2023-01-07 14:22:47
0xd95a1969c41112cee9a2c931e849bcef36a16f4c,0x0cb27e883e207905ad2a94f9b6ef0c7a99223c37,0,1:0x03506eD3f57892C85DB20C36846e9c808aFe9ef4:140,Relay,"Relay has two open-source products:  
1) A directory of quality ImpactDAO, Regen, and ReFi projects—along with their verified ENS or Lens 
2) An open-source wallet messenger that allows users to encrypted chat with the Impact projects or each other, decentralized on the XMTP off-chain message network. 

Grants would go directly to Relay's development roadmap, for features including: improving the messenger filters to detect spam and token holdings, adding many more Regen projects, adding web3 profiles with Gitcoin Passport, and training a chatGPT bot to support and onboard users onto ImpactDAO projects, via documentation embedding. 
Thank you for reading and enjoy using relay.cc!
🌿🏅",https://relay.cc,seanrelay,relaycc,relay_eth,"Grants Round (small), Palm Tree Crypto (large)",6,Yes,User: https://github.com/seanrelay and org: github.com/relaycc,2023-01-12 02:38:11,2023-01-12 02:38:11
0xd95a1969c41112cee9a2c931e849bcef36a16f4c,0x521aacb43d89e1b8ffd64d9ef76b0a1074dedaf8,0,1:0x03506eD3f57892C85DB20C36846e9c808aFe9ef4:58,Gitcoin China Ecosystem Development,"加入中文TG群组
Welcome to join us -> https://t.me/gitcoincn



Update 2022.09.02
Gitcoin中文周报：订阅入口 - http://news.gitcoinchina.com/

关注微信公众号：GitcoinChina



Update 2022.05.27
We are going to have more people to join the AMA sharing session, for more info, please click

https://www.gitcoinchina.com



Update 2022.2.25
We made decision to have Gitcoin Chinese AMA on Discord server

Join us by blick https://discord.gg/gitcoin

move to #中文AMA-每周五21:00

每周AMA包含：

每周Gitcoin更新
Grant介绍
AMA环节
Update 2021.11
We have published new website: http://gitcoinchina.com/

We have Chinese AMA each Friday, record here.

Welcome to join us -> https://t.me/gitcoincn



FDD User Support
Bob leads FDD User Support workstream, if you would like to contribute to GitcoinDAO, please goto 

http://gitcoindao.com/

And then fill in the contributor form.

Looking forward to work with you, grow Gitcoin together ;)



We have website: https://gitcoinchina.com/

Chinese AMA each Friday, please find info on our homepage.



What has been done?
Community support

forum moderation (discord discussion)
telegram group & wechat group
Content (sharing)

GTC&Gitcoin sharing https://www.bilibili.com/video/BV1h44y167ra
Gitcoin articles I translated before (on my blog, 5 posts there)
translation introducing GTC (https://gitcoin.co/blog/introducing-gtc-gitcoins-governance-token/) https://mp.weixin.qq.com/s/0HFZFdg8TWoHRa0i0H9IBg 
Gitcoin and GTC sharing on Bihu
What support is needed?
Regular sync with Gitcoin team
Funding support (for Bounties)
Translation materials (platform) - crowdin
Online meetup (speaker support)
What are in future?
Gitcoin product support in China
Continual community support like:
Forum moderation (and Discord discussion)
Telegram group & Wechat group moderation
Project connection
Grant support
GTC (and governance) support and other product support
Meetups
Organize online/offline Gitcoin meetups in China
Attend/support other conference with Gitcoin introduction (like EDCON)
Content
Translation 
Blog & website (about/mission/support)
Knowledge base and API document
Newsletter (WeChat publication)
Create new China focused content
Online and offline meetup (slides)
Channel
Create wechat official channel with dedicated Chinese contents
Empower community to moderate wechat group - staff it and manage the community moderation etc
Moderate Chinese language Telegram group
",https://bobjiang.notion.site/bobjiang/Gitcoin-China-3f84469c07d7482e9c1f5eeae58a2dd3,,,https://twitter.com/GitcoinCN,n/a,5,n/a,https://github.com/bobjiang,2023-01-07 02:31:59,2023-01-07 02:31:59
0xd95a1969c41112cee9a2c931e849bcef36a16f4c,0xc9c022fcfebe730710ae93ca9247c5ec9d9236d0,0,1:0x03506eD3f57892C85DB20C36846e9c808aFe9ef4:146,Faster API for resolving ENS names and avatars for web3 projects,"I've integrated ENS resolving into several projects now (both my own and as a contributor/collaborator), but found the standard approach of querying ENS contracts directly to be quite slow for most use cases, and can quickly eat up Alchemy/Infura node resources if you're not careful.

To help with this, I built an incredibly fast API (thanks to Cloudflare's edge caching) for resolving and reverse-resolving ENS names and addresses and avatars (30-50ms with a warm cache).

API docs are here: https://ensideas.com/about

And open source code here: https://github.com/holic/ens-ideas",https://ensideas.com/about,holic,,frolic,??,1,yes,https://github.com/holic,2023-01-12 05:52:47,2023-01-12 05:52:47
0xd95a1969c41112cee9a2c931e849bcef36a16f4c,0xae72f891fc9914b13a90cbed799ee73359077bee,0,1:0x03506eD3f57892C85DB20C36846e9c808aFe9ef4:130,Uncloak Cryptography,"Uncloak is a grant-supported open education initiative, aiming to increase the accessibility of cryptography for developers, researchers, and everyone else. 

Uncloak runs free weekly courses in topics in cryptography, including the ongoing course on Rust-based cryptography engineering. We're building a new public wiki on cryptography engineering and zero-knowledge at https://uncloak.org.

Our Discord at https://discord.gg/TYwr4pMS2h is a good place to ask questions and connect with the project.",https://uncloak.org,thor314,,uncloakcrypto,Grants,1,Yes,https://github.com/thor314,2023-01-11 22:16:47,2023-01-11 22:16:47
0xd95a1969c41112cee9a2c931e849bcef36a16f4c,0x0d538d6253eb5cebaef94a873a7d3df22d6f936c,0,1:0x03506eD3f57892C85DB20C36846e9c808aFe9ef4:59,ETHRank - The open source achievement system for every Ethereum address,"ETHRank is an open-source, merit-based ranking system for every Ethereum address.

Season 3 features over 80 projects from the Ethereum ecosystem, including Gitcoin.

This season focuses on these four categories:

1. DeFi

Owning different tokens, swapping tokens, lending/borrowing, joining DAOs, and gas spending all contribute to this category.

2. Reputation

Performing bounties, web3 gaming, interacting with many wallets, earning merit badges all contribute to this category.

In Season 3, we've aggregated all the top web3 reputation protocols.

3. NFTs

Owning NFTs, using NFT platforms, collecting web3 domains, generative art, CC0 collections, all contribute to this category.

4. Staking

Running a validator and participating in various ETH2 staking protocols contribute to this category.

ETHRank's community includes some of Ethereum's most active users and contributors.

Check your score today at ethrank.io.",https://ethrank.io,,,eth_rank,Community,< 10,Yes,https://github.com/Examp-LLC/ethrank/,2023-01-11 22:06:23,2023-01-11 22:06:23
0xd95a1969c41112cee9a2c931e849bcef36a16f4c,0x10666d9c6295e838d3b8b84ffcc97d62ef7e6120,0,1:0x03506eD3f57892C85DB20C36846e9c808aFe9ef4:233,Inverter Network - Fund and build in web 3 with ease,"About 
Inverter Network is here to help you build and fund on web3 with ease. As a team, we pride ourselves on the diversity of our backgrounds and experiences, enabling us to see challenges from multiple angles and develop innovative solutions. Our team includes individuals with expertise in web3, web2, multinational companies, international organizations, and community builders from 6 different countries. Together, we offer a unique perspective on strategy and execution.

Project TLDR;
Inverter is an ‘Operations Portal’ for organizations to manage their grants programs, funding operations, and treasuries. It is a one-stop-shop for contributors to apply for funds, manage funds and maintain feedback loops with funders and community stakeholders. It is a milestone-based funding mechanism that enables due diligence primitives such as KYC verifications, entity establishment, automated invoicing, and on-chain equity activation to open pathways to loan financing. 

Project Overview 

Inverter dApp is inspired by the Operations Portals that are being used to fund over 1.2 trillion USD for development projects across the globe by organizations like United Nations, World Bank, and European Union. Our aim is to interconnect the novel technologies of web3 to the grounded funding infrastructures of traditional organizations to improve access to funding and inspire distributed ownership for builders and funders of the next generation of the internet regardless of their backgrounds. 
Simply said Inverter is an ‘Operations Portal’ for organizations to manage their grants programs, funding operations, and treasuries. It is a one-stop shop for contributors to apply for funds, manage funds, and maintain feedback loops with funders and community stakeholders.
Inverter Product MAIN Features TL DR 
(2022)Initial Release:
Milestone-based Long term project/workstream funding and joint funding with reduced overhead
Transparency around funded projects for communities
Organizations can manage and track their incoming proposals and funded proposals from one organizational page 
Teams can have one common proposal that can be used for applying to, streaming funding from, maintaining accountability with, and receiving continuous feedback from many organizations. 
Ability to withdraw funding from a project
(2023) Funder Treasury accounts that can run yield earning and diversification strategies with continuous payment abilities
(2023) On-chain milestone-based investment based on KPIs and Due Diligence
(2023) Multi-token funding with fluid funding governance
(2023) Tax-deductible donations
(2023) On-chain organization(DAO, Association, etc.) establishment 
(2023) Community Conviction Signaling 
",https://www.inverter.network,,InverterNetwork,inverternetwork,Grants,15,yes,https://github.com/Mertozdal    https://github.com/InverterNetwork,2023-01-16 21:36:59,2023-01-16 21:36:59
0xd95a1969c41112cee9a2c931e849bcef36a16f4c,0x0b0e6486648fbbb8e9ab33e3ae9d0b44b6faa701,0,1:0x03506eD3f57892C85DB20C36846e9c808aFe9ef4:76,Zero Knowledge Podcast,"Zero Knowledge is a podcast which goes deep into the tech that will power the emerging decentralized web and the community that is building it. Covering the latest in zero knowledge research and applications, the open web as well as future technologies and paradigms that promise to change the way we interact — and transact — with one another online. 



Zero Knowledge is hosted by Anna Rose.



This funding helps us to pay the staff working on the show, transcripts on our episodes, some upcoming Zero Knowledge 101 content, the next zkSummit event (happening March 30 2023 !), a ZK merch line and more! ",https://zeroknowledge.fm,,,zeroknowledgefm,Sponsorship & Donations,4,zeroknowledgefm,https://github.com/ZeroKnowledgefm,2023-01-08 13:02:23,2023-01-08 13:02:23
0xd95a1969c41112cee9a2c931e849bcef36a16f4c,0x690315449efad5f8b06a356f16eecfc41f475f70,0,1:0x03506eD3f57892C85DB20C36846e9c808aFe9ef4:174,datalatte,"Datalatte is a two-sided dApp that enables people to anonymize, tokenize, and monetize their data, while providing researchers and organizations with survey-based insights to develop and improve their products.

Datalatte aims at transforming market research towards ethical practices with a focus on the ownership and privacy of data. This leads to bridging the economic gap by enabling people to monetize their digital footprint on a secure and fair decentralized application. Currently, traditional apps often harvest user data and sell it to other companies without the user's knowledge or consent, and users receive no compensation for their data. This has led to the rise of large corporations that hold a monopoly on data and influence our daily lives. At the same time, researchers and small and medium-sized companies struggle to obtain data to build predictive models for various purposes, such as finding jobs, providing healthcare, and educating children.

Since the implementation of the General Data Protection Regulation (GDPR) in 2018, internet users have the right to access their personal data on each platform. However, many people are unaware of this right and the value of their data. Datalatte aims to address this issue by leveraging decentralized technologies such as cryptocurrency, decentralized applications, and exchanges to empower people to gain control over their data and its use.

To achieve data democracy, Datalatte plans to store tokenized data in users' wallets using protocols like IPFS and Filecoin for decentralized storage and Ocean protocol's Data NFTs for compliant and self-sovereign data licensing and monetization. However, the current table-structured data model is not easily understandable and requires significant resources to extract insights. Datalatte aims to address this issue by using a graph-structured data model based on small Knowledge Graphs (KGs), which allow for easy access and utilization of data through the use of Natural Language Processing (NLP) and offer higher computational efficiency through privacy-preserving data pipelines.

The goals of Datalatte include empowering internet users to monetize their data, providing data scientists with access to affordable data, enabling full control and ownership of personal data for internet users, and creating a data-backed income through personal data monetization. To achieve these objectives, Datalatte will develop a decentralized data store that allows users to sell their data rather than having it sold by large corporations.

Overall, Datalatte aims to create a more equitable and transparent system for data monetization by empowering individuals and providing researchers and small businesses with access to valuable data.",https://datalatte.com,amirmabhout,datalatte-ai,datalatte_,OceanDAO & Gitcoin Gtants,8,Yes,https://github.com/datalatte-ai   https://github.com/amirmabhout,2023-01-13 08:44:23,2023-01-13 08:44:23
0xd95a1969c41112cee9a2c931e849bcef36a16f4c,0x640c28441f9e73537c63576a0d6f44643a577e32,0,1:0x03506eD3f57892C85DB20C36846e9c808aFe9ef4:169,Electronic Frontier Foundation,"For over 30 years, EFF has been the leading nonprofit advocate for the privacy and free speech rights of technology creators and ordinary users. Our team achieves success through impact litigation, policy analysis and education, grassroots activism, technology development, and support from the public. EFF's mission is to ensure that technology supports freedom, justice, and innovation for all people of the world.

COMMUNITY ADVOCACY

From the early days of the web, EFF understood that we must protect access to technology in order to advance freedom for all. In the years that followed, EFF used its fiercely independent voice to clear the way for open source software, encryption, security research, file sharing tools, and a world of emerging technologies. EFF’s work in the growing movement for web decentralization and the public interest internet is no different.

In order to combat the ever-consolidating power of corporate giants (and end the gatekeeping, surveillance, and censorship that often accompany them), many have looked toward blockchain-based technology and cryptocurrency for remedies. EFF is optimistic about the ability of digital currency to support independent community projects, route around financial censorship, and support independent journalists around the world.

While there are still many problems to solve in the blockchain ecosystem, the world needs thoughtful, user-focused advocates like EFF to help uncover the opportunities for public good. This is why EFF fought a poorly-defined cryptocurrency provision in the Biden Administration’s infrastructure bill that could create onerous requirements affecting user privacy, and EFF also introduced bright-line rules that Congress should adopt when developing cryptocurrency regulations; we’ve written extensively about the ways financial intermediaries censor legal speech; we submitted comments to FinCEN opposing the agency’s proposal for new privacy-invasive regulations of cryptocurrency transactions; and we’ve called for blockchain intermediaries to issue transparency reports and protect the rights of their users. During the Tornado Cash controversy, EFF spoke out for the speech protections on software code and represented Johns Hopkins Professor Matthew Green, who made a fork of the code and posted the replica so it would be available for study. EFF also reached out to The U.S. Office of Foreign Assets Control (OFAC) to seek more clarity on their interpretation of the sanctions listing. 

OPEN SOURCE SOFTWARE PROJECTS

While EFF is proud to be a leading voice in online rights debates, we also develop gratis and open source tools to enhance everyone’s freedom online. Your donations provide critical  support for EFF’s wide-ranging work, which includes projects such as:

- Atlas of Surveillance: This project launched in collaboration with hundreds of EFF members and university students. With over 10,000 data points and counting, the Atlas is the largest searchable database of U.S. law enforcement’s surveillance technologies.

- Certbot: This software tool allows you to automatically deploy Let's Encrypt certificates to enable HTTPS on your website. EFF even helped develop Let’s Encrypt which has in turn enabled free and easy encryption across the web!

- Cover Your Tracks: This successor to EFF’s Panopticlick demonstrates how well your browser and add-ons protect you from tracking and fingerprinting.

- HTTPS Everywhere: This tool automatically connects users to the encrypted version of many major sites. Just over a decade after its launch, EFF declared success and announced the planned deprecation of our HTTPS Everywhere plugin because the functionality had been incorporated into all of the major web browsers, making it unnecessary.

- Privacy Badger: With millions of active installs, this browser add-on was the first to specifically focus on blocking tracking in advertisements, instead of just the ads themselves. EFF’s open-source technology has also inspired other widely used privacy tools, including the Brave browser and Safari’s tracker blocking.

The world relies on the internet to stay connected and informed more than ever before, and that gives you a pivotal opportunity to stand up for technology users everywhere. Your support for EFF ensures that we always have a vocal advocate wherever tech and civil liberties meet.",https://eff.org,,,eff,Public donations and grants.,94,Yes,https://github.com/EFForg,2023-01-12 21:01:11,2023-01-12 21:01:11
